Sampling current and voltage from /sys/devices/pci0000:c0/0000:c0:01.1/0000:c3:00.1/xmc.u.19922944
Cadence = 0.1 seconds
Time, Current, Voltage
2022-11-17T13:30:12,294272505+0000, 1423, 12299
2022-11-17T13:30:12,401477588+0000, 1423, 12299
2022-11-17T13:30:12,508285421+0000, 1423, 12299
2022-11-17T13:30:12,614895135+0000, 1423, 12299
2022-11-17T13:30:12,722111738+0000, 1423, 12299
2022-11-17T13:30:12,829259130+0000, 1423, 12299
2022-11-17T13:30:12,947941635+0000, 1416, 12296
2022-11-17T13:30:13,055021848+0000, 1416, 12296
2022-11-17T13:30:13,162069292+0000, 1416, 12296
2022-11-17T13:30:13,269672887+0000, 1416, 12296
2022-11-17T13:30:13,376906840+0000, 1416, 12296
2022-11-17T13:30:13,484608407+0000, 1416, 12296
2022-11-17T13:30:13,591520703+0000, 1416, 12296
2022-11-17T13:30:13,698217429+0000, 1416, 12296
2022-11-17T13:30:13,804794284+0000, 1416, 12296
2022-11-17T13:30:13,912153638+0000, 1416, 12296
2022-11-17T13:30:14,030383848+0000, 1416, 12296
2022-11-17T13:30:14,137824495+0000, 1416, 12296
2022-11-17T13:30:14,245369315+0000, 1416, 12296
2022-11-17T13:30:14,352398676+0000, 1416, 12296
2022-11-17T13:30:14,459296555+0000, 1416, 12296
2022-11-17T13:30:14,566961788+0000, 1416, 12296
2022-11-17T13:30:14,675241554+0000, 1416, 12296
2022-11-17T13:30:14,782784912+0000, 1416, 12296
2022-11-17T13:30:14,889777378+0000, 1416, 12296
2022-11-17T13:30:14,996567968+0000, 1416, 12296
2022-11-17T13:30:15,115369800+0000, 1418, 12307
2022-11-17T13:30:15,222184341+0000, 1418, 12307
2022-11-17T13:30:15,328519065+0000, 1418, 12307
2022-11-17T13:30:15,435206272+0000, 1418, 12307
2022-11-17T13:30:15,541709333+0000, 1418, 12307
2022-11-17T13:30:15,648129198+0000, 1418, 12307
2022-11-17T13:30:15,754376017+0000, 1418, 12307
2022-11-17T13:30:15,860683193+0000, 1418, 12307
2022-11-17T13:30:15,967797994+0000, 1418, 12307
2022-11-17T13:30:16,075456911+0000, 1418, 12307
2022-11-17T13:30:16,194201476+0000, 1418, 12307
2022-11-17T13:30:16,301471629+0000, 1418, 12307
2022-11-17T13:30:16,408183127+0000, 1418, 12307
2022-11-17T13:30:16,515595791+0000, 1418, 12307
2022-11-17T13:30:16,622169576+0000, 1418, 12307
2022-11-17T13:30:16,729051323+0000, 1418, 12307
2022-11-17T13:30:16,835655862+0000, 1418, 12307
2022-11-17T13:30:16,941858803+0000, 1418, 12307
